n,avgIfdsExposureTime,,make,model,logValues,modelName,makeName
134#1497,25.309,0.025309,134,1497,1.403274986,PENTAXOptio330,AsahiOpticalCo.Ltd
137#2527,25.376685,0.025376685,137,2527,1.404434889,DigitalRevioKD-100,Konica
138#2385,25.376685,0.025376685,138,2385,1.404434889,SL330,SeaLife
14#1041,25.382643,0.025382643,14,1041,1.404536842,CanonPowerShotSD500,Canon
14#1070,25.502,0.025502,14,1070,1.406574241,CanonPowerShotA550,Canon
14#111,25.514,0.025514,14,111,1.406778551,CanonPowerShotA720IS,Canon
73#1095,25.5245,0.0255245,73,1095,1.406957243,RICOHGX200,RICOH
14#1118,25.53,0.02553,14,1118,1.407050815,CanonPowerShotA80,Canon
73#1290,25.555649,0.025555649,73,1290,1.407486915,CaplioR6,RICOH
73#1496,25.559,0.025559,73,1496,1.407543858,GRDIGITAL3,RICOH
73#1535,25.561556,0.025561556,73,1535,1.407587287,CaplioR7,RICOH
73#1737,25.5795,0.0255795,73,1737,1.407892051,GRDIGITAL4,RICOH
14#1239,25.596,0.025596,14,1239,1.408172101,CanonPowerShotA700,Canon
73#2135,25.632,0.025632,73,2135,1.408782494,CaplioG3modelM,RICOH
14#1269,25.652,0.025652,14,1269,1.409121231,CanonPowerShotSX230HS,Canon
14#146,25.7,0.0257,14,146,1.409933123,CanonPowerShotA540,Canon
14#147,25.7,0.0257,14,147,1.409933123,CanonPowerShotA75,Canon
14#1486,25.744167,0.025744167,14,1486,1.410678844,CanonPowerShotA3400IS,Canon
14#1573,25.762,0.025762,14,1573,1.410979576,CanonIXYDIGITAL700,Canon
14#1660,25.87,0.02587,14,1660,1.412796429,CanonPowerShotA650IS,Canon
14#1701,25.872,0.025872,14,1701,1.412830003,CanonPowerShotG6,Canon
14#182,25.9,0.0259,14,182,1.413299764,CanonPowerShotA70,Canon
14#194,26,0.026,14,194,1.414973348,CanonPowerShotA470,Canon
14#217,26.1,0.0261,14,217,1.416640507,CanonPowerShotA510,Canon
14#2238,26.1,0.0261,14,2238,1.416640507,CanonPowerShotA200,Canon
14#2246,26.101142,0.026101142,14,2246,1.416659509,CanonPowerShotA1300,Canon
14#244,26.137566,0.026137566,14,244,1.417265142,CanonPowerShotS100,Canon
14#272,26.15,0.02615,14,272,1.417471693,CanonPowerShotA85,Canon
14#2869,26.150012,0.026150012,14,2869,1.417471892,CanonEOS-1DS,Canon
14#320,26.188,0.026188,14,320,1.418102332,CanonPowerShotA710IS,Canon
14#321,26.2,0.0262,14,321,1.418301291,CanonPowerShotG3,Canon
14#340,26.201,0.026201,14,340,1.418317867,,Canon
102#2069,26.222946,0.026222946,102,2069,1.418681481,MI3,Xiaomi
14#349,26.239,0.026239,14,349,1.41894728,CanonPowerShotA410,Canon
14#354,26.259664,0.026259664,14,354,1.419289165,CanonPowerShotG7,Canon
14#384,26.259664,0.026259664,14,384,1.419289165,CanonPowerShotA530,Canon
14#423,26.28,0.02628,14,423,1.419625361,CanonPowerShotS70,Canon
14#435,26.28,0.02628,14,435,1.419625361,CanonPowerShotA3500IS,Canon
14#445,26.3,0.0263,14,445,1.419955748,CanonPowerShotA460,Canon
14#532,26.35,0.02635,14,532,1.42078062,CanonPowerShotA2300,Canon
14#609,26.424,0.026424,14,609,1.421998561,CanonDIGITALIXUS750,Canon
14#617,26.468156,0.026468156,14,617,1.422723686,CanonPowerShotG5,Canon
14#709,26.5,0.0265,14,709,1.423245874,CanonPowerShotA310,Canon
14#710,26.537,0.026537,14,710,1.423851824,CanonPowerShotA560,Canon
9#2781,26.610012,0.026610012,9,2781,1.42504507,FE115X715,OLYMPUSIMAGINGCORP.
14#762,26.644463,0.026644463,14,762,1.425606972,CanonPowerShotA480,Canon
14#769,26.644463,0.026644463,14,769,1.425606972,CanonPowerShotG15,Canon
87#3116,26.664229,0.026664229,87,3116,1.425929031,R-D1s,SEIKOEPSONCORP.
87#872,26.677,0.026677,87,872,1.426136989,R-D1,SEIKOEPSONCORP.
14#886,26.714,0.026714,14,886,1.426738922,CanonPowerShotA590IS,Canon
14#969,26.823135,0.026823135,14,969,1.428509535,CanonPowerShotSX150IS,Canon
16#169,26.996437,0.026996437,16,169,1.43130645,LG-P990,LGElectronics
150#3052,27,0.027,150,3052,1.431363764,PENTAXOptio430RS,AsahiOpticalCo.Ltd.
154#2444,27,0.027,154,2444,1.431363764,SIGMADP2,SIGMA
154#3869,27.027027,0.027027027,154,3869,1.431798275,SIGMADP2S,SIGMA
154#3929,27.027027,0.027027027,154,3929,1.431798275,SIGMADP2X,SIGMA
157#1779,27.075324,0.027075324,157,1779,1.432573662,A835,GEDSCIMAGINGCORP.
157#2145,27.100271,0.027100271,157,2145,1.432973634,A735,GEDSCIMAGINGCORP.
5#2085,27.168685,0.027168685,5,2085,1.434068619,GT-I8190N,SAMSUNG
166#1938,27.204962,0.027204962,166,1938,1.434648124,DC-833s,AGFAPHOTO
18#1168,27.307,0.027307,18,1168,1.43627399,KODAKDX6340ZOOMDIGITALCAM,EASTMANKODAKCOMPANY
18#1698,27.330021,0.027330021,18,1698,1.436639965,KODAKPLAYSPORTVideoCamera,EASTMANKODAKCOMPANY
6#291,27.334967,0.027334967,6,291,1.436718554,NIKOND5000,Nikon Corporation
18#1764,27.344,0.027344,18,1764,1.436862045,KODAKZ730ZOOMDIGITALCAMER,EASTMANKODAKCOMPANY
18#715,27.39726,0.02739726,18,715,1.437707131,KODAKEASYSHAREV1003ZOOMDI,EASTMANKODAKCOMPANY
18#942,27.39726,0.02739726,18,942,1.437707131,KODAKEASYSHAREZ1085ISZOOM,EASTMANKODAKCOMPANY
217#2657,27.460005,0.027460005,217,2657,1.438700612,Digimax430/KenoxD430,SAMSUNGTECHWINCO.LTD
13#121,27.698284,0.027698284,13,121,1.442452864,HERO3+SilverEdition,GoPro
24#2312,27.790052,0.027790052,24,2312,1.443889359,DigitalQ1,FUJIFILM
25#2386,28.022,0.028022,25,2386,1.447499129,DigimaxA50/KENOXQ2,SAMSUNGTECHWINCO.LTD.
25#2946,28.045771,0.028045771,25,2946,1.447867384,DigimaxA55W/KenoxQ25WIDE,SAMSUNGTECHWINCO.LTD.
25#3086,28.06,0.02806,25,3086,1.448087667,DigimaxL85,SAMSUNGTECHWINCO.LTD.
15#1907,28.062477,0.028062477,15,1907,1.448126002,HTCDesireXdualsim,HTC
26#1064,28.069,0.028069,26,1064,1.448226941,NV24HDVLUUNV24HDLANDIAO,SamsungTechwin
26#1642,28.080028,0.028080028,26,1642,1.448397537,<KENOXS1050/SamsungS1050,SamsungTechwin
26#2189,28.148148,0.028148148,26,2189,1.449449826,<DigimaxV700/KenoxV10/D,SamsungTechwin
26#2299,28.164,0.028164,26,2299,1.449694336,<KENOXS760/SamsungS760>,SamsungTechwin
26#2848,28.169014,0.028169014,26,2848,1.449771646,DigimaxV3,SamsungTechwin
33#1528,28.422,0.028422,33,1528,1.453654635,MT15i,SonyEricsson
19#1961,28.490076,0.028490076,19,1961,1.454693608,XT1049,Motorola
19#1344,28.644002,0.028644002,19,1344,1.457033695,MotoE2,Motorola
33#661,28.736,0.028736,33,661,1.458426315,S500i,SonyEricsson
33#950,28.76,0.02876,33,950,1.458788882,W910i,SonyEricsson
6#81,28.799562,0.028799562,6,81,1.459385883,NIKOND3100,Nikon Corporation
1#1339,28.859874,0.028859874,1,1339,1.460294431,LG-P970,LGE
38#326,28.880032,0.028880032,38,326,1.46059767,DiMAGE7i,MinoltaCo.Ltd.
38#450,28.882,0.028882,38,450,1.460627264,DiMAGE7,MinoltaCo.Ltd.
4#1499,29,0.029,4,1499,1.462397998,DMC-TZ60,Panasonic
186#2228,29.067203,0.029067203,186,2228,1.463403244,YHDC5170../.jp,GoPro...$.:..uj.
6#1192,29.097789,0.029097789,6,1192,1.46385999,NIKOND2X,Nikon Corporation
4#1869,29.157069,0.029157069,4,1869,1.464743865,HDC-TM80,Panasonic
4#2248,29.256,0.029256,4,2248,1.466214947,HDC-SD60,Panasonic
78#767,29.356,0.029356,78,767,1.467696879,TransformerPrimeTF201,ASUS
4#2574,29.357798,0.029357798,4,2574,1.467723478,HDC-HS200,Panasonic
6#12,29.53086,0.02953086,6,12,1.470276095,NIKOND5100,Nikon Corporation
5#787,29.869754,0.029869754,5,787,1.475231646,GT-I9105P,SAMSUNG
42#2499,29.969,0.029969,42,2499,1.476672252,PENTAXK-3,RICOHIMAGINGCOMPANYLTD.
43#1214,29.97,0.02997,43,1214,1.476686743,EX-Z55,CASIOCOMPUTERCO.LTD
43#1277,29.971,0.029971,43,1277,1.476701234,EX-Z40,CASIOCOMPUTERCO.LTD
43#1279,29.974,0.029974,43,1279,1.476744703,QV-R40,CASIOCOMPUTERCO.LTD
43#1625,29.974,0.029974,43,1625,1.476744703,QV-R61,CASIOCOMPUTERCO.LTD
43#1880,29.981,0.029981,43,1880,1.476846114,EX-Z4,CASIOCOMPUTERCO.LTD
43#2026,29.981,0.029981,43,2026,1.476846114,EX-Z30,CASIOCOMPUTERCO.LTD
43#2363,29.982,0.029982,43,2363,1.4768606,QV-R51,CASIOCOMPUTERCO.LTD
43#314,29.984,0.029984,43,314,1.476889569,EX-P600,CASIOCOMPUTERCO.LTD
43#465,29.986,0.029986,43,465,1.476918537,EX-Z3,CASIOCOMPUTERCO.LTD
48#1001,29.986,0.029986,48,1001,1.476918537,EX-S600,CASIOCOMPUTERCO.LTD.
48#1055,29.987,0.029987,48,1055,1.47693302,EX-Z6,CASIOCOMPUTERCO.LTD.
48#1063,29.987,0.029987,48,1063,1.47693302,EX-Z600,CASIOCOMPUTERCO.LTD.
48#1582,29.989,0.029989,48,1582,1.476961984,EX-ZR300,CASIOCOMPUTERCO.LTD.
48#402,29.99,0.02999,48,402,1.476976466,EX-Z110,CASIOCOMPUTERCO.LTD.
48#464,29.99,0.02999,48,464,1.476976466,EX-Z60,CASIOCOMPUTERCO.LTD.
48#595,29.99,0.02999,48,595,1.476976466,EX-Z1200,CASIOCOMPUTERCO.LTD.
48#1725,29.99,0.02999,48,1725,1.476976466,EX-Z77,CASIOCOMPUTERCO.LTD.
48#1752,29.99,0.02999,48,1752,1.476976466,QV-R4,CASIOCOMPUTERCO.LTD.
48#1937,29.99,0.02999,48,1937,1.476976466,EX-S770,CASIOCOMPUTERCO.LTD.
48#711,29.990628,0.029990628,48,711,1.47698556,EX-S500,CASIOCOMPUTERCO.LTD.
48#713,29.990628,0.029990628,48,713,1.47698556,EX-Z90,CASIOCOMPUTERCO.LTD.
48#790,29.990628,0.029990628,48,790,1.47698556,EX-H15,CASIOCOMPUTERCO.LTD.
48#857,29.993,0.029993,48,857,1.477019908,EX-Z75,CASIOCOMPUTERCO.LTD.
5#2524,29.995,0.029995,5,2524,1.477048866,HMX-U10,SAMSUNG
5#3284,29.996,0.029996,5,3284,1.477063345,SAMSUNGWB1000/VLUUWB1000,SAMSUNG
5#3341,29.996,0.029996,5,3341,1.477063345,SAMSUNGST1000/VLUUST1000,SAMSUNG
5#3449,29.996,0.029996,5,3449,1.477063345,SAMSUNGST500/SAMSUNGST510,SAMSUNG
5#511,29.997,0.029997,5,511,1.477077823,SM-C101,SAMSUNG
5#3749,29.997,0.029997,5,3749,1.477077823,SCH-R380,SAMSUNG
5#4082,29.997,0.029997,5,4082,1.477077823,WB2000,SAMSUNG
5#4221,29.997,0.029997,5,4221,1.477077823,NX20,SAMSUNG
5#703,29.998,0.029998,5,703,1.477092301,EK-GC100,SAMSUNG
57#4115,30,0.03,57,4115,1.477121255,A501,acer
50#478,30,0.03,50,478,1.477121255,DiMAGEG400,KonicaMinoltaCameraInc.
54#876,30,0.03,54,876,1.477121255,PENTAXOptioRZ18,PENTAX
54#1518,30,0.03,54,1518,1.477121255,PENTAXOptioH90,PENTAX
54#3995,30,0.03,54,3995,1.477121255,PENTAXK-5IIs,PENTAX
7#114,30.002,0.030002,7,114,1.477150207,DSC-HX100V,Sony
7#1177,30.005,0.030005,7,1177,1.477193631,DSC-S2100,Sony
7#1517,30.092,0.030092,7,1517,1.478451053,DSC-HX200V,Sony
7#1623,30.102348,0.030102348,7,1623,1.478600372,DSC-S700,Sony
10#56,30.109817,0.030109817,10,56,1.478708116,Lumia625,Nokia
7#1651,30.11,0.03011,7,1651,1.478710756,DSC-HX300,Sony
7#1664,30.149,0.030149,7,1664,1.479272912,ILCE-3000,Sony
7#1724,30.15873,0.03015873,7,1724,1.479413049,DSC-S950,Sony
7#1950,30.195,0.030195,7,1950,1.479935034,MHS-PM5,Sony
7#2129,30.26455,0.03026455,7,2129,1.480934221,DSC-S930,Sony
7#2244,30.270008,0.030270008,7,2244,1.481012536,DSC-HX200,Sony
7#228,30.288696,0.030288696,7,228,1.481280576,DSC-RX100,Sony
7#2300,30.3,0.0303,7,2300,1.481442629,DSC-HX400V,Sony
7#2399,30.31,0.03031,7,2399,1.481585936,DSC-S800,Sony
7#2400,30.313,0.030313,7,2400,1.48162892,DSC-S980,Sony
301#3786,30.375491,0.030375491,301,3786,1.482523307,HD2..t.3.....,GoPro..x..DU..
7#2827,30.38,0.03038,7,2827,1.48258777,DSC-S500,Sony
7#3960,30.473,0.030473,7,3960,1.483915212,HDR-CX160,Sony
7#4022,30.475,0.030475,7,4022,1.483943714,SO-02E,Sony
7#4070,30.47619,0.03047619,7,4070,1.483960672,HDR-XR260V,Sony
13#2335,30.538218,0.030538218,13,2335,1.484843691,HD2,GoPro
7#472,30.546,0.030546,7,472,1.484954347,DSC-QX100,Sony
37#258,30.554155,0.030554155,37,258,1.485070277,Cymera,SKcommunications
7#48,30.55581,0.03055581,7,48,1.485093801,DSC-S730,Sony
6#170,30.591341,0.030591341,6,170,1.485598515,NIKOND80,Nikon Corporation
7#618,30.592734,0.030592734,7,618,1.485618291,DSC-RX100M2,Sony
7#649,30.592734,0.030592734,7,649,1.485618291,DSC-S650,Sony
7#664,30.687831,0.030687831,7,664,1.486966194,DSC-W310,Sony
7#674,30.730085,0.030730085,7,674,1.487563762,DSC-RX100M3,Sony
7#339,30.738149,0.030738149,7,339,1.487677711,SLT-A55V,Sony
7#786,30.828516,0.030828516,7,786,1.488952619,DSC-HX9V,Sony
19#1406,30.830622,0.030830622,19,1406,1.488982287,XT1080,Motorola
7#846,30.864,0.030864,7,846,1.48945221,DSC-W180,Sony
7#847,30.872,0.030872,7,847,1.489564766,DSC-W190,Sony
33#1376,30.934272,0.030934272,33,1376,1.4904399,LT15i,SonyEricsson
5#4053,30.993667,0.030993667,5,4053,1.491272963,GT-I8190L,SAMSUNG
73#1548,31.12,0.03112,73,1548,1.493039588,GRDIGITAL2,RICOH
73#1717,31.128,0.031128,73,1717,1.493151218,GRDigital,RICOH
73#2116,31.148,0.031148,73,2116,1.493430166,CaplioG4,RICOH
73#2118,31.162197,0.031162197,73,2118,1.493628069,GXRP10,RICOH
73#2131,31.25,0.03125,73,2131,1.494850022,CX1,RICOH
73#2214,31.25,0.03125,73,2214,1.494850022,CaplioR2,RICOH
73#2650,31.25,0.03125,73,2650,1.494850022,CaplioR4,RICOH
73#2651,31.25,0.03125,73,2651,1.494850022,CaplioGX,RICOH
73#2797,31.25,0.03125,73,2797,1.494850022,CaplioGX8,RICOH
73#2996,31.25,0.03125,73,2996,1.494850022,CaplioR5,RICOH
27#1588,31.253553,0.031253553,27,1588,1.494899396,251,Hipstamatic
74#2608,31.264905,0.031264905,74,2608,1.495057113,J4,SANYOElectricCo.Ltd.
8#2231,31.431,0.031431,8,2231,1.497358199,COOLPIXL19,Nikon
102#1397,31.579,0.031579,102,1397,1.499398373,HMNOTE,Xiaomi
87#3807,31.76,0.03176,87,3807,1.501880494,R-D1x,SEIKOEPSONCORP.
9#1029,31.957672,0.031957672,9,1029,1.504575135,E-M1,OLYMPUSIMAGINGCORP.
9#1068,31.980044,0.031980044,9,1068,1.504879057,uT6000ST6000,OLYMPUSIMAGINGCORP.
9#11,32,0.032,9,11,1.505149978,TG-2,OLYMPUSIMAGINGCORP.
9#1415,32,0.032,9,1415,1.505149978,TG-1,OLYMPUSIMAGINGCORP.
39#2177,32.065011,0.032065011,39,2177,1.506031393,HPPhotosmartE327,Hewlett-Packard
9#1656,32.098,0.032098,9,1656,1.506477973,VG160X990D745,OLYMPUSIMAGINGCORP.
9#177,32.1,0.0321,9,177,1.506505032,uT6010ST6010,OLYMPUSIMAGINGCORP.
9#1718,32.1,0.0321,9,1718,1.506505032,T105T100X36,OLYMPUSIMAGINGCORP.
9#1866,32.128514,0.032128514,9,1866,1.506890639,VG110D700,OLYMPUSIMAGINGCORP.
9#2391,32.154,0.032154,9,2391,1.507235007,FE46X41X42,OLYMPUSIMAGINGCORP.
9#2439,32.201,0.032201,9,2439,1.507869359,StylusTough-6020,OLYMPUSIMAGINGCORP.
14#52,32.204793,0.032204793,14,52,1.507920512,CanonEOS400DDIGITAL,Canon
9#2810,32.231,0.032231,9,2810,1.50827378,FE170X760,OLYMPUSIMAGINGCORP.
9#505,32.265,0.032265,9,505,1.508731669,XZ-1,OLYMPUSIMAGINGCORP.
9#669,32.343,0.032343,9,669,1.509780301,E-PL1,OLYMPUSIMAGINGCORP.
9#924,32.422,0.032422,9,924,1.510839801,VR310D720,OLYMPUSIMAGINGCORP.
91#2841,32.45,0.03245,91,2841,1.511214701,SO903iTV,DoCoMo
10#844,32.554335,0.032554335,10,844,1.512608828,5800Xpres,Nokia
5#2094,32.81,0.03281,5,2094,1.51600623,SGH-I717D,SAMSUNG
13#4154,32.998345,0.032998345,13,4154,1.518492159,HD3,GoPro
19#4301,33.019,0.033019,19,4301,1.518763916,DROIDX505e0001ffd800000a3a9c,Motorola
7#2338,33.124764,0.033124764,7,2338,1.520152793,C6602,Sony
7#259,33.178219,0.033178219,7,259,1.520853069,D6503,Sony
91#2835,33.195,0.033195,91,2835,1.521072673,SO902i,DoCoMo
108#1186,33.226581,0.033226581,108,1186,1.521485655,YHDC5170TQ2.jp,GoPro....3.`di.
7#1390,33.490319,0.033490319,7,1390,1.524919284,D5322,Sony
5#3684,33.5,0.0335,5,3684,1.525044807,SCH-R570,SAMSUNG
142#2169,34.046681,0.034046681,142,2169,1.532074782,S8300,SamsungElectronics
10#1427,34.156503,0.034156503,10,1427,1.5334734,N79,Nokia
8#1727,34.34037,0.03434037,8,1727,1.53580497,D50,Nikon
136#4056,34.483999,0.034483999,136,4056,1.537617624,GC-FM1,JVC
5#2234,34.984,0.034984,5,2234,1.543869464,GT-S5690,SAMSUNG
5#3877,35.297909,0.035297909,5,3877,1.547748979,GT-I8160,SAMSUNG
19#3592,35.486,0.035486,19,3592,1.550057048,DROIDX6a0e0001ffd80000015dc2,Motorola
18#2586,35.752437,0.035752437,18,2586,1.55330565,KODAKEASYSHARECX7220ZOOMD,EASTMANKODAKCOMPANY
15#1286,36.043074,0.036043074,15,1286,1.556821823,HTCOne801e,HTC
12#29,36.044679,0.036044679,12,29,1.556841162,HD2..%=.....,GoPro..U..
5#348,36.113794,0.036113794,5,348,1.557673116,GT-S7582,SAMSUNG
61#622,36.341327,0.036341327,61,622,1.560400781,NexusS,Google
15#1321,36.478656,0.036478656,15,1321,1.562038829,HTCOne(M8Eye),HTC
5#3779,37.118,0.037118,5,3779,1.569584567,SCH-R720,SAMSUNG
5#105,37.286333,0.037286333,5,105,1.571549674,GT-S7560,SAMSUNG
7#2425,37.539333,0.037539333,7,2425,1.574486552,C1904,Sony
14#1051,37.7325,0.0377325,14,1051,1.576715581,CanonEOSD60,Canon
14#1148,37.7745,0.0377745,14,1148,1.577198725,CanonPowerShotSX20IS,Canon
14#148,37.86,0.03786,14,148,1.57818061,CanonPowerShotSX100IS,Canon
14#166,37.935,0.037935,14,166,1.579040088,CanonPowerShotS2IS,Canon
14#196,38.01,0.03801,14,196,1.57989787,CanonPowerShotSX1IS,Canon
14#214,38.0375,0.0380375,14,214,1.580211965,CanonPowerShotA620,Canon
14#233,38.050571,0.038050571,14,233,1.580361178,CanonPowerShotSX110IS,Canon
15#1326,38.1135,0.0381135,15,1326,1.581078832,RadarC110e,HTC
14#421,38.136289,0.038136289,14,421,1.58133843,CanonPowerShotA630,Canon
14#424,38.14,0.03814,14,424,1.581380689,CanonPowerShotSX10IS,Canon
14#446,38.154534,0.038154534,14,446,1.581546154,CanonPowerShotA640,Canon
14#576,38.1795,0.0381795,14,576,1.581830237,CanonPowerShotG9,Canon
14#642,38.2355,0.0382355,14,642,1.582466774,CanonPowerShotSX120IS,Canon
5#38,38.243,0.038243,5,38,1.582551953,GT-S6310N,SAMSUNG
5#466,38.342159,0.038342159,5,466,1.583676564,GT-I9003,SAMSUNG
14#931,38.375,0.038375,14,931,1.584048388,CanonEOS-1DMarkIIN,Canon
18#956,38.7,0.0387,18,956,1.587710965,KODAKEASYSHAREZ1012ISDigi,EASTMANKODAKCOMPANY
10#923,38.742247,0.038742247,10,923,1.588184806,N85,Nokia
5#1578,38.808,0.038808,5,1578,1.588921262,GT-I9100T,SAMSUNG
5#2505,39.021636,0.039021636,5,2505,1.591305473,GT-P3100,SAMSUNG
33#1577,39.213,0.039213,33,1577,1.593430069,W595,SonyEricsson
33#208,39.3345,0.0393345,33,208,1.594773634,K850i,SonyEricsson
33#2506,39.335196,0.039335196,33,2506,1.594781319,J108i,SonyEricsson
5#2045,39.870439,0.039870439,5,2045,1.600651018,SM-N910U,SAMSUNG
27#1587,40,0.04,27,1587,1.602059991,231,Hipstamatic
43#2747,40.0015,0.0400015,43,2747,1.602076277,EX-S3,CASIOCOMPUTERCO.LTD
48#1583,40.0045,0.0400045,48,1583,1.602108847,EX-ZR310,CASIOCOMPUTERCO.LTD.
48#468,40.006,0.040006,48,468,1.602125131,EX-ZR100,CASIOCOMPUTERCO.LTD.
162#1862,40.378347,0.040378347,162,1862,1.606148536,FP1,Fairphone
5#1871,40.503225,0.040503225,5,1871,1.607489605,SGH-T889,SAMSUNG
13#1083,41.042467,0.041042467,13,1083,1.613233458,HERO3+SilverEdition,GoPro
10#459,41.052041,0.041052041,10,459,1.613334754,N958GB,Nokia
9#871,41.5375,0.0415375,9,871,1.618440354,E-5,OLYMPUSIMAGINGCORP.
10#982,41.98097,0.04198097,10,982,1.623052469,N97,Nokia
68#687,42.363812,0.042363812,68,687,1.626995032,MST-X7,AMON
5#91,42.811,0.042811,5,91,1.631555372,GT-I9192,SAMSUNG
10#1103,42.977585,0.042977585,10,1103,1.633242008,N97mini,Nokia
10#2328,42.992347,0.042992347,10,2328,1.633391154,6210Navig,Nokia
15#1327,43.531159,0.043531159,15,1327,1.63880023,RE,HTC
7#1388,43.747619,0.043747619,7,1388,1.640954421,C6902,Sony
19#3990,43.967251,0.043967251,19,3990,1.643129313,DROIDRAZRHD,Motorola
89#881,43.970715,0.043970715,89,881,1.643163528,M8DigitalCamera,LeicaCameraAG
13#652,44.047301,0.044047301,13,652,1.643919302,Hero3-SilverEdition,GoPro
24#621,44.751282,0.044751282,24,621,1.650805481,FinePixS5Pro,FUJIFILM
15#36,45.206626,0.045206626,15,36,1.655202095,HTCOne,HTC
52#448,45.274656,0.045274656,52,448,1.655855159,F16,DIGITAL
5#1018,45.391717,0.045391717,5,1018,1.656976611,GT-P1000,SAMSUNG
5#1674,45.3944,0.0453944,5,1674,1.65700228,SGH-T999,SAMSUNG
10#553,45.644128,0.045644128,10,553,1.659384915,N78,Nokia
5#746,45.748,0.045748,5,746,1.660372112,GT-I8552B,SAMSUNG
11#2289,45.819562,0.045819562,11,2289,1.661050933,PENTAX*istD,PENTAXCorporation
11#431,45.886,0.045886,11,431,1.661680201,PENTAXK20D,PENTAXCorporation
5#302,46.012606,0.046012606,5,302,1.662876831,GT-S5830,SAMSUNG
5#2520,46.1036,0.0461036,5,2520,1.663734839,GT-S5660,SAMSUNG
63#2492,46.36425,0.04636425,63,2492,1.666183239,HUAWEIU9508,HUAWEI
33#1268,46.660799,0.046660799,33,1268,1.668952171,LT26i,SonyEricsson
5#388,46.686,0.046686,5,388,1.669186666,SPH-D710,SAMSUNG
56#515,46.826992,0.046826992,56,515,1.670496261,HD2..p.3..A..,GoPro..x..HU..
5#2284,46.976921,0.046976921,5,2284,1.671884548,SPH-L720,SAMSUNG
6#157,48.524133,0.048524133,6,157,1.685957784,NIKOND70,Nikon Corporation
14#1112,48.589667,0.048589667,14,1112,1.686543923,CanonEOSKissDigitalN,Canon
5#2502,48.665782,0.048665782,5,2502,1.687223706,SC-02E,SAMSUNG
14#380,48.777832,0.048777832,14,380,1.688222494,CanonEOS-1DMarkII,Canon
14#180,48.800333,0.048800333,14,180,1.688422786,CanonPowerShotS3IS,Canon
14#580,48.871,0.048871,14,580,1.689051226,CanonPowerShotS5IS,Canon
6#3717,48.892539,0.048892539,6,3717,1.689242591,NIKOND2Hs,Nikon Corporation
14#197,48.93882,0.04893882,14,197,1.689653494,CanonPowerShotSX200IS,Canon
7#1229,48.955126,0.048955126,7,1229,1.689798173,C6603,Sony
209#2525,49.435333,0.049435333,209,2525,1.694037464,MyPhoneAguaRio,MyPhone
5#963,49.58032,0.04958032,5,963,1.695309325,GT-I9200,SAMSUNG
15#1178,49.866289,0.049866289,15,1178,1.69780705,HTC_PN071,HTC
5#1956,49.914,0.049914,5,1956,1.698222375,GT-S5570,SAMSUNG
14#264,50,0.05,14,264,1.698970004,CanonPowerShotSX30IS,Canon
14#420,50,0.05,14,420,1.698970004,CanonPowerShotA610,Canon
14#699,50,0.05,14,699,1.698970004,CanonPowerShotTX1,Canon
18#1637,50,0.05,18,1637,1.698970004,KODAKPlayTouchVideoCamera,EASTMANKODAKCOMPANY
17#2695,50,0.05,17,2695,1.698970004,C2500L,OLYMPUSOPTICALCO.LTD
33#3105,50.005,0.050005,33,3105,1.699013432,W800c,SonyEricsson
33#3135,50.005,0.050005,33,3135,1.699013432,W660i,SonyEricsson
33#562,50.007,0.050007,33,562,1.699030801,V630i,SonyEricsson
38#2616,50.009,0.050009,38,2616,1.69904817,DiMAGEA1,MinoltaCo.Ltd.
309#3978,50.0958,0.0500958,309,3978,1.699801316,HD2..X....}.,GoPro..~..
14#213,50.637872,0.050637872,14,213,1.704475447,CanonEOSDIGITALREBELXTi,Canon
5#2267,50.746676,0.050746676,5,2267,1.7054076,GT-I9305T,SAMSUNG
98#1049,50.75337,0.05075337,98,1049,1.705464884,SAMSUNGGX10,SAMSUNGTECHWINCo.
57#2539,50.820043,0.050820043,57,2539,1.706035028,S500,acer
14#35,50.871002,0.050871002,14,35,1.706470292,CanonEOS500D,Canon
41#2582,50.902,0.050902,41,2582,1.706734847,MAXXUM7D,KONICAMINOLTA
41#1287,51.270015,0.051270015,41,1287,1.709863445,DYNAX5D,KONICAMINOLTA
7#1216,51.41282,0.05141282,7,1216,1.711071426,SLT-A65V,Sony
5#1606,52.0085,0.0520085,5,1606,1.716074328,GT-S6802,SAMSUNG
10#54,52.455614,0.052455614,10,54,1.719791975,5230,Nokia
5#377,52.510852,0.052510852,5,377,1.720249065,SGH-I727,SAMSUNG
10#838,52.800249,0.052800249,10,838,1.722635971,X6-00,Nokia
6#16,52.834615,0.052834615,6,16,1.722918547,NIKOND70s,Nikon Corporation
2#3,52.908,0.052908,2,3,1.723521345,A0001,ONEPLUS
24#970,53.452238,0.053452238,24,970,1.727965893,FinePixS7000,FUJIFILM
14#50,53.955963,0.053955963,14,50,1.732039448,CanonEOS450D,Canon
5#4006,54.493,0.054493,5,4006,1.736340718,SGH-T989D,SAMSUNG
5#1929,54.589,0.054589,5,1929,1.737105139,SCH-I939,SAMSUNG
27#1589,54.651239,0.054651239,27,1589,1.737600012,252,Hipstamatic
6#1107,54.741644,0.054741644,6,1107,1.738317836,NIKOND2Xs,Nikon Corporation
92#2694,54.774726,0.054774726,92,2694,1.738580214,W31S,KDDI-SN
