n,avgIfdsFocalLength,make,model,logValues,modelName,makeName
14#1788,17.36363636,14,1788,1.239640682,CanonPowerShotSX130IS,Canon
5#2424,17.42857143,5,2424,1.241261791,SAMSUNGPL60/VLUUPL60/SA,SAMSUNG
73#3131,17.45454546,73,3131,1.241908544,CaplioR3,RICOH
5#2367,17.46666667,5,2367,1.242210032,SAMSUNGWB550WB560/VLUUW,SAMSUNG
74#2018,17.47619048,74,2018,1.24244677,CA9,SANYOElectricCo.Ltd.
109#3510,17.5,109,3510,1.243038049,SAMURAI2100DG,KYOCERA
7#1393,17.5625,7,1393,1.244586337,DSC-QX10,Sony
4#188,17.61904762,4,188,1.245982429,DMC-ZR1,Panasonic
39#1521,17.625,39,1521,1.246129126,HPPhotoSmartC945(V01.67),Hewlett-Packard
24#3837,17.66666667,24,3837,1.247154615,FinePixF300EXR,FUJIFILM
8#883,17.70588235,8,883,1.248117574,E990,Nikon
39#2689,17.75,39,2689,1.249198357,HPPhotoSmartC945(V01.61),Hewlett-Packard
9#924,17.75,9,924,1.249198357,VR310D720,OLYMPUSIMAGINGCORP.
284#1515,17.75,284,1515,1.249198357,GZ_HD7,VICTOR
17#2695,17.76470588,17,2695,1.249558022,C2500L,OLYMPUSOPTICALCO.LTD
7#676,17.82352941,7,676,1.250993707,DSC-WX150,Sony
7#750,17.82352941,7,750,1.250993707,DSC-WX100,Sony
5#4213,17.88888889,5,4213,1.252583367,WB30F/WB31F/WB32F,SAMSUNG
8#1547,17.92307692,8,1547,1.253412569,COOLPIXS500,Nikon
18#3370,18,18,3370,1.255272505,KODAKEASYSHAREZ1485ISDIGI,EASTMANKODAKCOMPANY
11#2570,18,11,2570,1.255272505,PENTAXOptioSVi,PENTAXCorporation
36#305,18,36,305,1.255272505,GR,PENTAXRICOHIMAGING
139#4226,18,139,4226,1.255272505,i1036,Polaroid
73#3668,18,73,3668,1.255272505,GXRA12,RICOH
42#305,18,42,305,1.255272505,GR,RICOHIMAGINGCOMPANYLTD.
5#4143,18,5,4143,1.255272505,SAMSUNGPL70/VLUUPL70/SA,SAMSUNG
7#3907,18,7,3907,1.255272505,SLT-A00,Sony
4#1266,18.08695652,4,1266,1.257365495,DMC-ZX1,Panasonic
17#829,18.16666667,17,829,1.259275248,X200D560ZC350Z,OLYMPUSOPTICALCO.LTD
8#1017,18.26666667,8,1017,1.261659304,E2200,Nikon
4#1470,18.28571429,4,1470,1.26211193,DMC-ZS1,Panasonic
7#2536,18.30769231,7,2536,1.262633605,DCR-PC330E,Sony
4#1962,18.33333333,4,1962,1.263241435,DMC-FH24,Panasonic
54#3718,18.33333333,54,3718,1.263241435,PENTAXOptioV20,PENTAX
87#2403,18.33333333,87,2403,1.263241435,PhotoPC3100Z,SEIKOEPSONCORP.
8#1864,18.35714286,8,1864,1.263805088,COOLPIXS3100,Nikon
4#267,18.5,4,267,1.267171728,DMC-LZ1,Panasonic
4#453,18.5,4,453,1.267171728,DMC-LZ2,Panasonic
4#1044,18.5,4,1044,1.267171728,DMC-LZ3,Panasonic
5#4221,18.5,5,4221,1.267171728,NX20,SAMSUNG
14#1123,18.53333333,14,1123,1.267953537,CanonPowerShotA2000IS,Canon
8#1348,18.53846154,8,1348,1.26807369,COOLPIXS800c,Nikon
4#429,18.55,4,429,1.268343914,DMC-LZ7,Panasonic
11#514,18.5625,11,514,1.268636467,PENTAXOptioMX,PENTAXCorporation
7#1244,18.57142857,7,1244,1.268845312,HDR-SR11E,Sony
18#3356,18.6,18,3356,1.269512944,KODAKEASYSHAREC190DIGITAL,EASTMANKODAKCOMPANY
7#2199,18.63636364,7,2199,1.270361176,DSC-WX200,Sony
8#116,18.65,8,116,1.270678836,COOLPIXAW100,Nikon
142#1595,18.66666667,142,1595,1.271066772,HMX20,SamsungElectronics
14#1857,18.68,14,1857,1.271376872,CanonVIXIAHFG10,Canon
4#535,18.69565217,4,535,1.271740619,DMC-FH20,Panasonic
17#1154,18.7,17,1154,1.271841607,C2040Z,OLYMPUSOPTICALCO.LTD
4#2906,18.71428571,4,2906,1.272173256,DMC-LZ6,Panasonic
9#2749,18.75,9,2749,1.273001272,C55ZC5500Z,OLYMPUSIMAGINGCORP.
25#3086,18.75,25,3086,1.273001272,DigimaxL85,SAMSUNGTECHWINCO.LTD.
24#1924,18.76923077,24,1924,1.273446474,FinePixS3500,FUJIFILM
41#2722,18.81818182,41,2722,1.27457766,DiMAGEZ20,KONICAMINOLTA
11#2825,18.83333333,11,2825,1.274927193,PENTAXOptio450,PENTAXCorporation
7#2557,18.84210526,7,2557,1.275129426,DCR-SR90E,Sony
48#2331,18.85714286,48,2331,1.275475891,EX-H30,CASIOCOMPUTERCO.LTD.
4#2168,18.90909091,4,2168,1.27667065,PHOTOfunSTUDIO5HD,Panasonic
26#1565,18.90909091,26,1565,1.27667065,VLUUL77/L77DigitalCamera,SamsungTechwin
166#3817,19,166,3817,1.278753601,DC-1033m,AGFAPHOTO
167#3532,19,167,3532,1.278753601,DCE103Xseries,BenQCorporation
14#354,19,14,354,1.278753601,CanonPowerShotG7,Canon
14#576,19,14,576,1.278753601,CanonPowerShotG9,Canon
14#1660,19,14,1660,1.278753601,CanonPowerShotA650IS,Canon
14#2124,19,14,2124,1.278753601,CanonPowerShotG1X,Canon
14#2470,19,14,2470,1.278753601,CanonIXYDIGITAL2000IS,Canon
48#3136,19,48,3136,1.278753601,EX-Z12,CASIOCOMPUTERCO.LTD.
24#3860,19,24,3860,1.278753601,FinePixHS22EXR,FUJIFILM
136#3710,19,136,3710,1.278753601,GZ-HM400,JVC
8#292,19,8,292,1.278753601,COOLPIXS200,Nikon
6#4045,19,6,4045,1.278753601,COOLPIXA,Nikon Corporation
9#3791,19,9,3791,1.278753601,SP-810UZ,OLYMPUSIMAGINGCORP.
4#2159,19,4,2159,1.278753601,DMC-FZ15,Panasonic
142#3386,19,142,3386,1.278753601,VP-MS11,SamsungElectronics
154#1750,19,154,1750,1.278753601,SIGMADP1Merrill,SIGMA
7#2831,19,7,2831,1.278753601,DCR-PC120E,Sony
26#1810,19.09090909,26,1810,1.28082661,NV11VLUUNV11,SamsungTechwin
14#976,19.14285714,14,976,1.282006758,CanonIXUS230HS,Canon
26#1642,19.18181818,26,1642,1.28288977,<KENOXS1050/SamsungS1050,SamsungTechwin
7#2498,19.2,7,2498,1.283301229,DCR-DVD905E,Sony
48#2024,19.25,48,2024,1.284430734,EX-ZR200,CASIOCOMPUTERCO.LTD.
48#1582,19.33333333,48,1582,1.286306739,EX-ZR300,CASIOCOMPUTERCO.LTD.
8#513,19.33333333,8,513,1.286306739,COOLPIXS5,Nikon
7#1292,19.36363636,7,1292,1.286986918,DCR-SR100,Sony
153#3953,19.4,153,3953,1.28780173,A1455,GeneralImagingCo.
8#1469,19.4,8,1469,1.28780173,COOLPIXS560,Nikon
7#472,19.41176471,7,472,1.288065019,DSC-QX100,Sony
4#998,19.42307692,4,998,1.28831803,DMC-FS30,Panasonic
73#2463,19.45454546,73,2463,1.289021088,CX2,RICOH
4#693,19.46666667,4,693,1.289291592,DMC-LZ5,Panasonic
14#3982,19.5,14,3982,1.290034611,CanonIXY600F,Canon
8#3768,19.5,8,3768,1.290034611,COOLPIXS8200,Nikon
7#1872,19.5,7,1872,1.290034611,DSC-H90,Sony
18#942,19.57142857,18,942,1.291622527,KODAKEASYSHAREZ1085ISZOOM,EASTMANKODAKCOMPANY
14#1401,19.6,14,1401,1.292256071,CanonPowerShotA4000IS,Canon
48#879,19.61904762,48,879,1.292677921,EX-V8,CASIOCOMPUTERCO.LTD.
8#2070,19.63636364,8,2070,1.293061066,COOLPIXS570,Nikon
8#973,19.66666667,8,973,1.293730757,COOLPIXS6,Nikon
8#1934,19.71428571,8,1934,1.294781046,COOLPIXS2600,Nikon
8#3856,19.71428571,8,3856,1.294781046,COOLPIXS6300,Nikon
18#1451,19.72727273,18,1451,1.295067049,KODAKC875ZOOMDIGITALCAMER,EASTMANKODAKCOMPANY
9#796,19.72727273,9,796,1.295067049,u1010S1010,OLYMPUSIMAGINGCORP.
11#159,19.72727273,11,159,1.295067049,PENTAXOptio750Z,PENTAXCorporation
11#1438,19.72727273,11,1438,1.295067049,PENTAXOptio555,PENTAXCorporation
11#2279,19.72727273,11,2279,1.295067049,PENTAXOptio550,PENTAXCorporation
24#2394,19.77272727,24,2394,1.296066576,FinePixF500EXR,FUJIFILM
4#1769,19.88,4,1769,1.29841638,DMC-FZ1,Panasonic
4#999,19.95652174,4,999,1.30008485,DMC-SZ1,Panasonic
97#2859,20,97,2859,1.301029996,4MP-859,CAMERA
14#4122,20,14,4122,1.301029996,CanonPowerShotSD1400IS,Canon
24#2944,20,24,2944,1.301029996,FinePixA920,FUJIFILM
30#2593,20,30,2593,1.301029996,C725UZ,OLYMPUSCORPORATION
4#1086,20,4,1086,1.301029996,DMC-TZ11,Panasonic
5#3436,20,5,3436,1.301029996,VLUUPL65/SAMSUNGPL65,SAMSUNG
26#4167,20,26,4167,1.301029996,SAMSUNGi70,SamsungTechwin
7#2275,20.06451613,7,2275,1.302428691,DSC-HX7V,Sony
8#3979,20.1,8,3979,1.303196057,COOLPIXL26,Nikon
62#2259,20.11538462,62,2259,1.303528341,V-LUX20,LEICA
7#2599,20.125,7,2599,1.303735889,DCR-TRV22,Sony
153#3755,20.18181818,153,3755,1.304960289,X500,GeneralImagingCo.
14#340,20.2,14,340,1.305351369,,Canon
30#336,20.23076923,30,336,1.306012396,C8080WZ,OLYMPUSCORPORATION
4#1787,20.25,4,1787,1.306425028,DMC-LX100,Panasonic
9#668,20.35294118,9,668,1.308627177,C70ZC7000Z,OLYMPUSIMAGINGCORP.
74#2193,20.45454546,74,2193,1.310789833,CA100,SANYOElectricCo.Ltd.
4#1113,20.46153846,4,1113,1.310938284,DMC-SZ7,Panasonic
8#605,20.5,8,605,1.311753861,COOLPIXS630,Nikon
4#2104,20.5,4,2104,1.311753861,DMC-GM1,Panasonic
4#901,20.54166667,4,901,1.312635678,DMC-TZ15,Panasonic
8#218,20.55,8,218,1.312811826,E3700,Nikon
26#1157,20.6,26,1157,1.31386722,NV5/VLUUNV5,SamsungTechwin
17#1429,20.75,17,1429,1.317018101,E-20E-20NE-20P,OLYMPUSOPTICALCO.LTD
4#538,20.75,4,538,1.317018101,DMC-ZS5,Panasonic
4#868,20.78947368,4,868,1.317843495,DMC-TZ31,Panasonic
4#988,20.80952381,4,988,1.318262142,DMC-FZ62,Panasonic
8#2157,20.88888889,8,2157,1.31991534,COOLPIXS700,Nikon
24#278,21,24,278,1.322219295,FinePixS602ZOOM,FUJIFILM
153#3474,21,153,3474,1.322219295,A1050,GeneralImagingCo.
9#4021,21,9,4021,1.322219295,FE48X44,OLYMPUSIMAGINGCORP.
7#4264,21,7,4264,1.322219295,DSC-H200,Sony
7#2462,21.0625,7,2462,1.323509918,HDR-XR500V,Sony
26#2681,21.125,26,2681,1.324796718,VLUUNV7NV7,SamsungTechwin
5#3836,21.14285714,5,3836,1.325163675,SAMSUNGWB850F/WB855F,SAMSUNG
4#1723,21.14814815,4,1723,1.325272344,DMC-TZ2,Panasonic
18#1169,21.16666667,18,1169,1.325652471,KODAKZ1285ZOOMDIGITALCAME,EASTMANKODAKCOMPANY
8#2171,21.18181818,8,2171,1.325963236,COOLPIXS7c,Nikon
24#2232,21.2,24,2232,1.326335861,FinePixS2500HD,FUJIFILM
14#4217,21.25,14,4217,1.327358934,CanonXA10,Canon
7#3453,21.25,7,3453,1.327358934,HDR-HC5E,Sony
48#468,21.26086957,48,468,1.327581023,EX-ZR100,CASIOCOMPUTERCO.LTD.
8#198,21.27272727,8,198,1.327823172,E5200,Nikon
17#2596,21.27272727,17,2596,1.327823172,E-10,OLYMPUSOPTICALCO.LTD
4#1013,21.28571429,4,1013,1.328088228,DMC-TZ35,Panasonic
4#269,21.31034483,4,269,1.328590477,DMC-TZ7,Panasonic
4#310,21.31034483,4,310,1.328590477,DMC-TZ10,Panasonic
4#400,21.31034483,4,400,1.328590477,DMC-ZS7,Panasonic
4#631,21.31034483,4,631,1.328590477,DMC-TZ6,Panasonic
4#884,21.31034483,4,884,1.328590477,DMC-TZ8,Panasonic
4#1196,21.31034483,4,1196,1.328590477,DMC-ZS3,Panasonic
7#618,21.33333333,7,618,1.329058719,DSC-RX100M2,Sony
7#2542,21.33333333,7,2542,1.329058719,HDR-SR1,Sony
14#2540,21.38461539,14,2540,1.330101444,CanonHG20,Canon
24#2395,21.5,24,2395,1.33243846,FinePixF72EXR,FUJIFILM
8#1149,21.5,8,1149,1.33243846,COOLPIXL11,Nikon
7#2549,21.5,7,2549,1.33243846,HDR-PJ760VE,Sony
74#2029,21.6,74,2029,1.334453751,HD1010,SANYOElectricCo.Ltd.
73#2138,21.71428571,73,2138,1.336745548,CX5,RICOH
8#383,21.72727273,8,383,1.337005216,COOLPIXS9,Nikon
7#2195,21.75,7,2195,1.337459261,DCR-HC96E,Sony
8#394,21.81481482,8,394,1.338751531,E4500,Nikon
8#235,21.94444444,8,235,1.34132459,E3200,Nikon
8#795,21.94736842,8,795,1.341382454,E885,Nikon
24#970,22,24,970,1.342422681,FinePixS7000,FUJIFILM
24#1945,22,24,1945,1.342422681,FinePix4900ZOOM,FUJIFILM
4#1850,22,4,1850,1.342422681,DMC-TZ25,Panasonic
4#3964,22,4,3964,1.342422681,DMC-FX80,Panasonic
7#3332,22,7,3332,1.342422681,DCR-SR300E,Sony
4#103,22.03448276,4,103,1.34310286,DMC-TZ3,Panasonic
14#2249,22.11111111,14,2249,1.344610567,CanonHV10,Canon
18#2147,22.16666667,18,2147,1.345700391,KODAKZ812ISZOOMDIGITALCA,EASTMANKODAKCOMPANY
41#2162,22.2,41,2162,1.346352974,DiMAGEZ10,KONICAMINOLTA
24#835,22.22222222,24,835,1.346787486,FinePixF70EXR,FUJIFILM
14#1953,22.32,14,1953,1.34869419,CanonLEGRIAHF200,Canon
8#3307,22.5,8,3307,1.352182518,COOLPIXS620,Nikon
4#917,22.5,4,917,1.352182518,DMC-FS37,Panasonic
8#534,22.53846154,8,534,1.352924268,COOLPIXP60,Nikon
9#1439,22.55,9,1439,1.353146546,SZ-30MR,OLYMPUSIMAGINGCORP.
24#120,22.5625,24,120,1.353387219,FinePixF770EXR,FUJIFILM
39#2518,22.58333333,39,2518,1.353788045,HPPhotoSmartC850(V05.42),Hewlett-Packard
14#2696,22.59090909,14,2696,1.353933708,CanonHV20,Canon
8#3232,22.6,8,3232,1.354108439,COOLPIXS610,Nikon
8#2231,22.63636364,8,2231,1.354806662,COOLPIXL19,Nikon
4#6,22.72413793,4,6,1.356487417,DMC-TZ5,Panasonic
4#907,22.72413793,4,907,1.356487417,DMC-TZ4,Panasonic
4#592,22.75,4,592,1.356981401,DMC-FZ3,Panasonic
24#2591,22.77777778,24,2591,1.357511352,FinePixS5100,FUJIFILM
8#2323,22.77777778,8,2323,1.357511352,COOLPIXP4,Nikon
8#1442,22.84210526,8,1442,1.358736128,E3100,Nikon
24#991,22.89473684,24,991,1.359735656,FinePixS5600,FUJIFILM
24#2713,22.89473684,24,2713,1.359735656,FinePixS5200,FUJIFILM
48#1570,23,48,1570,1.361727836,EX-V7,CASIOCOMPUTERCO.LTD.
24#571,23,24,571,1.361727836,X100S,FUJIFILM
24#925,23,24,925,1.361727836,FinePixX100,FUJIFILM
39#1459,23,39,1459,1.361727836,HPPhotoSmartC850(V05.31),Hewlett-Packard
89#2103,23,89,2103,1.361727836,LEICAT(Typ701),LeicaCameraAG
8#1153,23,8,1153,1.361727836,COOLPIXL12,Nikon
5#1512,23.15384615,5,1512,1.364623143,SAMSUNGWB750,SAMSUNG
7#1892,23.17948718,7,1892,1.365103823,DSC-H70,Sony
8#1709,23.18181818,8,1709,1.365147495,E8400,Nikon
24#1038,23.2,24,1038,1.365487985,FinePixS1700,FUJIFILM
9#1029,23.36363636,9,1029,1.368540438,E-M1,OLYMPUSIMAGINGCORP.
18#323,23.375,18,323,1.36875162,KODAKEASYSHAREZ710ZOOMDIG,EASTMANKODAKCOMPANY
8#99,23.47619048,8,99,1.370627625,E5400,Nikon
14#1446,23.5,14,1446,1.371067862,CanonHF100,Canon
4#1526,23.5,4,1526,1.371067862,DMC-G10,Panasonic
7#161,23.5,7,161,1.371067862,DSC-HX5V,Sony
7#228,23.5,7,228,1.371067862,DSC-RX100,Sony
7#937,23.5,7,937,1.371067862,DSC-H55,Sony
8#655,23.54545455,8,655,1.371907079,COOLPIXS210,Nikon
4#1556,23.55555556,4,1556,1.372093352,DMC-TZ22,Panasonic
14#969,23.59259259,14,969,1.372775668,CanonPowerShotSX150IS,Canon
7#3486,23.6,7,3486,1.372912003,HDR-XR200VE,Sony
14#2529,23.625,14,2529,1.373371817,CanonPowerShotSX260HS,Canon
18#841,23.64285714,18,841,1.373699958,KODAKEASYSHAREZ915DIGITAL,EASTMANKODAKCOMPANY
4#3735,23.66666667,4,3735,1.374137094,DMC-FS35,Panasonic
8#2454,23.69230769,8,2454,1.374607364,COOLPIXL24,Nikon
74#3188,23.75,74,3188,1.375663614,C40,SANYOElectricCo.Ltd.
14#665,23.77419355,14,665,1.376105794,CanonPowerShotPro1,Canon
48#2441,23.85714286,48,2441,1.377618431,EX-ZR700,CASIOCOMPUTERCO.LTD.
24#2768,23.875,24,2768,1.37794338,FinePix6900ZOOM,FUJIFILM
4#454,23.89655172,4,454,1.378335237,DMC-TZ1,Panasonic
24#996,23.94736842,24,996,1.379257796,FinePixS5000,FUJIFILM
38#450,23.96774194,38,450,1.37962712,DiMAGE7,MinoltaCo.Ltd.
24#186,24,24,186,1.380211242,FinePixS5500,FUJIFILM
24#4081,24,24,4081,1.380211242,FinePixS2970,FUJIFILM
21#390,24,21,390,1.380211242,SP-2000,FUJIPHOTOFILMCO.LTD.
109#2217,24,109,2217,1.380211242,FinecamM410R,KYOCERA
89#1462,24,89,1462,1.380211242,LEICAX2,LeicaCameraAG
89#1472,24,89,1472,1.380211242,LEICAX1,LeicaCameraAG
9#584,24,9,584,1.380211242,E-PL1s,OLYMPUSIMAGINGCORP.
4#4128,24,4,4128,1.380211242,DMC-LZ20,Panasonic
74#968,24,74,968,1.380211242,C5,SANYOElectricCo.Ltd.
154#2444,24,154,2444,1.380211242,SIGMADP2,SIGMA
154#3869,24,154,3869,1.380211242,SIGMADP2S,SIGMA
154#3929,24,154,3929,1.380211242,SIGMADP2X,SIGMA
7#4297,24,7,4297,1.380211242,DSC-H100,Sony
38#2490,24.0625,38,2490,1.381340747,DiMAGE5,MinoltaCo.Ltd.
5#2415,24.15384615,5,2415,1.382986296,WB150/WB150F/WB152/WB15,SAMSUNG
18#352,24.18181818,18,352,1.383488951,KODAKZ712ISZOOMDIGITALCA,EASTMANKODAKCOMPANY
8#1558,24.23076923,8,1558,1.384367201,COOLPIXS230,Nikon
14#3555,24.33333333,14,3555,1.386201605,CanonDC210,Canon
30#280,24.33333333,30,280,1.386201605,C760UZ,OLYMPUSCORPORATION
8#2292,24.42857143,8,2292,1.38789807,COOLPIXL27,Nikon
39#2200,24.5,39,2200,1.389166084,HPPhotoSmartC945(V01.53),Hewlett-Packard
17#202,24.5,17,202,1.389166084,C720UZ,OLYMPUSOPTICALCO.LTD
8#451,24.5625,8,451,1.390272568,COOLPIXL3,Nikon
18#1408,24.63636364,18,1408,1.391576606,KODAKEASYSHAREZ950DIGITAL,EASTMANKODAKCOMPANY
17#1845,24.72222222,17,1845,1.393087506,E100RS,OLYMPUSOPTICALCO.LTD
4#1423,24.86206897,4,1423,1.395537267,DMC-FZ2,Panasonic
31#3265,24.86842105,31,3265,1.395648212,QV-2900UX,CASIO
8#2541,24.9,8,2541,1.396199347,COOLPIXL320,Nikon
14#2884,25,14,2884,1.397940009,CanonMVX3i,Canon
24#4181,25,24,4181,1.397940009,FinePixXP55/Walmart,FUJIFILM
24#4277,25,24,4277,1.397940009,FinePixF80EXR,FUJIFILM
63#2493,25,63,2493,1.397940009,Ideos,HUAWEI
8#172,25,8,172,1.397940009,COOLPIXP2,Nikon
7#3452,25,7,3452,1.397940009,DCR-TRV30,Sony
8#2379,25.07142857,8,2379,1.399179081,COOLPIXS51,Nikon
39#2450,25.14285714,39,2450,1.400414628,HPPhotoSmartC850(V07.27),Hewlett-Packard
38#2616,25.14285714,38,2616,1.400414628,DiMAGEA1,MinoltaCo.Ltd.
8#73,25.26666667,8,73,1.402547951,E5900,Nikon
24#2956,25.5,24,2956,1.40654018,FinePixS9100,FUJIFILM
4#3775,25.5,4,3775,1.40654018,DMC-FH25,Panasonic
17#1927,25.69230769,17,1927,1.409803114,C730UZ,OLYMPUSOPTICALCO.LTD
8#117,25.75,8,117,1.410777233,COOLPIXAW110,Nikon
8#1543,25.8,8,1543,1.411619706,COOLPIXS9300,Nikon
24#1863,25.85714286,24,1863,1.412580535,FinePixS8200,FUJIFILM
24#4010,25.85714286,24,4010,1.412580535,FinePixS4300,FUJIFILM
4#2545,25.89473684,4,2545,1.413211502,DMC-G5,Panasonic
14#148,25.95454546,14,148,1.414213428,CanonPowerShotSX100IS,Canon
14#233,25.95454546,14,233,1.414213428,CanonPowerShotSX110IS,Canon
14#642,25.95454546,14,642,1.414213428,CanonPowerShotSX120IS,Canon
7#9,25.95555556,7,9,1.414230329,CYBERSHOT,Sony
8#704,26.04761905,8,704,1.415768032,E4300,Nikon
8#3424,26.05263158,8,3424,1.415851598,COOLPIXS8000,Nikon
18#324,26.1,18,324,1.416640507,KODAKZ650ZOOMDIGITALCAMER,EASTMANKODAKCOMPANY
5#1511,26.125,5,1511,1.417056299,SAMSUNGWB600/VLUUWB600/,SAMSUNG
8#461,26.13636364,8,461,1.417245164,E5600,Nikon
8#1221,26.2,8,1221,1.418301291,COOLPIXS3,Nikon
7#1219,26.25806452,7,1219,1.419262711,HDR-XR520E,Sony
8#525,26.31578947,8,525,1.420216403,COOLPIXP7700,Nikon
24#1626,26.43478261,24,1626,1.422175743,FinePixS6500fd,FUJIFILM
4#107,26.47368421,4,107,1.422814384,DMC-GF5,Panasonic
8#293,26.5,8,293,1.423245874,COOLPIXS3000,Nikon
8#1096,26.61111111,8,1096,1.425063008,COOLPIXL18,Nikon
17#251,26.75862069,17,251,1.427463723,C750UZ,OLYMPUSOPTICALCO.LTD
18#2090,26.81818182,18,2090,1.428429331,KODAKV610DUALLENSDIGITAL,EASTMANKODAKCOMPANY
4#2165,26.96,4,2165,1.430719888,DMC-ZS20,Panasonic
14#698,26.97435897,14,698,1.430951133,CanonPowerShotSX210IS,Canon
4#2601,27,4,2601,1.431363764,DMC-FZ4,Panasonic
4#1264,27.16666667,4,1264,1.434036354,DMC-L10,Panasonic
17#911,27.17142857,17,911,1.434112473,C700UZ,OLYMPUSOPTICALCO.LTD
4#1868,27.1875,4,1868,1.434369274,DMC-ZS10,Panasonic
38#1039,27.2,38,1039,1.434568904,DiMAGEZ1,MinoltaCo.Ltd.
9#1818,27.2,9,1818,1.434568904,STYLUS11s,OLYMPUSIMAGINGCORP.
24#610,27.23529412,24,610,1.43513207,FinePixS1500,FUJIFILM
24#823,27.23529412,24,823,1.43513207,FinePixS1000fd,FUJIFILM
7#2731,27.33333333,7,2731,1.436692598,HDR-HC1,Sony
7#2399,27.36363636,7,2399,1.43717381,DSC-S800,Sony
54#876,27.42105263,54,876,1.438084122,PENTAXOptioRZ18,PENTAX
62#2260,27.48275862,62,2260,1.439060323,V-LUX40,LEICA
8#778,27.52380952,8,778,1.439708544,E5000,Nikon
4#707,27.58064516,4,707,1.440604421,DMC-TZ41,Panasonic
8#2795,27.58823529,8,2795,1.440723921,COOLPIXS50,Nikon
24#1629,27.59090909,24,1629,1.44076601,FinePixS4000,FUJIFILM
4#3729,27.6,4,3729,1.440909082,DMC-FZ48,Panasonic
8#2038,27.61111111,8,2038,1.441083884,COOLPIXP7100,Nikon
41#1696,27.65,41,1696,1.441695136,DiMAGEA200,KONICAMINOLTA
7#3544,27.66666667,7,3544,1.441956838,HDR-HC9,Sony
5#2056,27.6875,5,2056,1.442283744,WB700,SAMSUNG
7#1664,27.69230769,7,1664,1.442359148,ILCE-3000,Sony
14#1759,27.75,14,1759,1.443262987,CanonPowerShotSX510HS,Canon
4#539,27.90909091,4,539,1.44574569,DMC-ZS8,Panasonic
4#780,27.90909091,4,780,1.44574569,DMC-TZ20,Panasonic
38#326,27.91891892,38,326,1.445898597,DiMAGE7i,MinoltaCo.Ltd.
39#2962,28,39,2962,1.447158031,HPPhotoSmartC945(V01.47),Hewlett-Packard
8#98,28,8,98,1.447158031,COOLPIXS6150,Nikon
8#1151,28,8,1151,1.447158031,COOLPIXP5100,Nikon
9#1849,28,9,1849,1.447158031,SZ-10,OLYMPUSIMAGINGCORP.
9#2392,28.0625,9,2392,1.448126358,SP600UZ,OLYMPUSIMAGINGCORP.
48#2101,28.08333333,48,2101,1.448448655,EX-100,CASIOCOMPUTERCO.LTD.
5#3629,28.22222222,5,3629,1.450591207,NX100,SAMSUNG
89#881,28.25,89,881,1.451018452,M8DigitalCamera,LeicaCameraAG
5#703,28.25,5,703,1.451018452,EK-GC100,SAMSUNG
14#2322,28.3,14,2322,1.451786436,CanonMVX4i,Canon
24#1235,28.33333333,24,1235,1.452297671,FinePixS1730,FUJIFILM
24#2065,28.33333333,24,2065,1.452297671,FinePixS1600,FUJIFILM
9#1819,28.33333333,9,1819,1.452297671,STYLUS1,OLYMPUSIMAGINGCORP.
74#2335,28.38461539,74,2335,1.453083014,HD2,SANYOElectricCo.Ltd.
4#1114,28.42857143,4,1114,1.453755036,DMC-TZ18,Panasonic
14#1269,28.44444444,14,1269,1.453997456,CanonPowerShotSX230HS,Canon
39#2828,28.5,39,2828,1.45484486,HPPhotoSmartC945(V01.60),Hewlett-Packard
9#3503,28.66666667,9,3503,1.457377197,E-600,OLYMPUSIMAGINGCORP.
5#4191,28.66666667,5,4191,1.457377197,WB100/WB101,SAMSUNG
7#417,28.66666667,7,417,1.457377197,ILCE-5000,Sony
9#2419,28.76923077,9,2419,1.45892825,SP-720UZ,OLYMPUSIMAGINGCORP.
4#1141,28.79166667,4,1141,1.459266806,DMC-ZS30,Panasonic
50#414,28.825,50,414,1.459769316,DiMAGEA2,KonicaMinoltaCameraInc.
8#19,28.84615385,8,19,1.460087915,E4600,Nikon
8#3157,28.88235294,8,3157,1.460632571,COOLPIXS52,Nikon
38#2197,28.88372093,38,2197,1.46065314,DiMAGE7Hi,MinoltaCo.Ltd.
24#745,28.95652174,24,745,1.461746393,FinePixS6800,FUJIFILM
9#3785,29,9,3785,1.462397998,SP-610UZ,OLYMPUSIMAGINGCORP.
7#1067,29,7,1067,1.462397998,DSC-F828,Sony
9#2348,29.04166667,9,2348,1.463021536,SZ-31MR,OLYMPUSIMAGINGCORP.
14#197,29.14285714,14,197,1.464532127,CanonPowerShotSX200IS,Canon
18#1464,29.14814815,18,1464,1.464610968,KODAKZ740ZOOMDIGITALCAMER,EASTMANKODAKCOMPANY
17#1140,29.21621622,17,1140,1.46562397,C740UZ,OLYMPUSOPTICALCO.LTD
26#1147,29.32,26,1147,1.467163966,Pro815,SamsungTechwin
8#2271,29.34782609,8,2271,1.467575937,COOLPIXL820,Nikon
24#919,29.41666667,24,919,1.468593459,FinePixS9600,FUJIFILM
4#2107,29.42857143,4,2107,1.46876918,DMC-FZ60,Panasonic
9#1417,29.43589744,9,1417,1.468877281,SP500UZ,OLYMPUSIMAGINGCORP.
24#4072,29.63636364,24,4072,1.471824915,FinePixF600EXR,FUJIFILM
24#3811,29.66666667,24,3811,1.472268752,FinePixS2960,FUJIFILM
89#2569,29.71428571,89,2569,1.472965295,LEICAXVARIO(Typ107),LeicaCameraAG
62#1257,29.75,62,1257,1.47348697,DIGILUX3,LEICA
